id,area_id,outliner_name,outline_filename,taxon1,taxon2,touch_type,length,flag,notes,created_at,updated_at,touch_number,growth_form
6,1,josh,AC030_F3_T1_C_erin.cp,Acropora,"",Overtopping,10.9071117624664,,"I think my calculation of touch length is an overestimate, because it just tallies the number of pixels x the scale factor... I'll need to look into this","2012-08-13 04:26:14.117938","2012-08-16 22:43:53.982746",1,Branching
7,1,josh,AC030_F3_T1_C_erin.cp,Favid,"","Mutual digestion",20.3377149457344,,"I wasn't sure how to label the contact type here.  Would this just be ""standoff"" or something?","2012-08-13 04:26:35.167098","2012-08-16 22:42:36.555724",2,Massive
8,1,josh,AC030_F3_T1_C_erin.cp,"""Isopora""","",Overtopping,4.23900850156993,,"","2012-08-13 04:27:00.596950","2012-08-16 21:49:03.499000",3,Cuneiform
18,1786,mariana,AC030_F4_T_A_C_3_mizue.cp,Acropora,"",Overtopped,,,"","2012-08-31 04:46:01.108175","2012-08-31 04:46:01.108175",1,Branching
19,1786,mariana,AC030_F4_T_A_C_3_mizue.cp,Favid,"",Digested,,,"","2012-08-31 04:47:05.904490","2012-08-31 04:47:05.904490",2,Massive
20,1786,mariana,AC030_F4_T_A_C_3_mizue.cp,"""Isopora""","",Overtopped,,,"","2012-08-31 04:48:48.201857","2012-08-31 04:48:48.201857",3,Cuneiform
21,1786,mariana,AC030_F4_T_A_C_3_mizue.cp,Uncertain,"",Overtopping,,,"","2012-08-31 04:49:29.655455","2012-08-31 04:49:29.655455",4,Uncertain
22,1786,mariana,AC030_F4_T_A_C_3_mizue.cp,"""Isopora""","",Overtopping,,,"","2012-08-31 04:50:34.254852","2012-08-31 04:50:34.254852",5,Cuneiform
23,1786,mariana,AC030_F4_T_A_C_3_mizue.cp,Pocilloporid,"",Overtopping,,,"","2012-08-31 04:52:52.799516","2012-08-31 04:52:52.799516",6,Branching
24,1786,mariana,AC030_F4_T_A_C_3_mizue.cp,Favid,"",Overtopping,,,"","2012-08-31 04:54:40.069088","2012-08-31 04:54:40.069088",7,Encrusting
25,2159,Theo,AD829_F3_T_C_mizue.cp,Acropora,"",Overtopping,,,"","2012-08-31 05:16:29.938888","2012-08-31 05:16:29.938888",1,Digitate
26,2159,Theo,AD829_F3_T_C_mizue.cp,"Soft coral","",Overtopping,,,"","2012-08-31 05:18:39.190001","2014-04-01 00:35:33.703460",2,Encrusting
27,2159,Theo,AD829_F3_T_C_mizue.cp,Acropora,"",Overtopping,,,"","2012-08-31 05:21:15.981282","2012-08-31 05:21:15.981282",3,Tabular
28,2159,Theo,AD829_F3_T_C_mizue.cp,"Soft coral","",Overtopping,,,"","2012-08-31 05:22:56.786767","2014-04-01 00:35:52.871316",4,Encrusting
29,2159,Theo,AD829_F3_T_C_mizue.cp,Acropora,"",Overtopping,,,"","2012-08-31 05:25:41.820517","2012-10-04 06:23:13.463301",5,Digitate
30,2159,Theo,AD829_F3_T_C_mizue.cp,Acropora,"",Overtopping,,,"","2012-08-31 05:26:58.024396","2012-10-04 06:23:26.291386",6,Branching
36,1781,Theo,AC030_F3_T1_C_1_mizue.cp,Acropora,"",Overtopped,,,"","2012-09-04 03:35:52.950387","2012-09-04 03:35:52.950387",1,Branching
37,1781,Theo,AC030_F3_T1_C_1_mizue.cp,Favid,"",Digested,,,"","2012-09-04 03:36:28.811365","2012-09-04 03:36:28.811365",2,Massive
38,1781,Theo,AC030_F3_T1_C_1_mizue.cp,"""Isopora""","",Overtopped,,,"","2012-09-04 03:37:03.046046","2012-09-04 03:37:03.046046",3,Cuneiform
39,4,Theo,AC030_F4_T2_D_C_erin.cp,Acropora,"",Overtopped,,,"","2012-09-04 03:44:45.440122","2012-09-04 03:44:45.440122",1,Branching
40,4,Theo,AC030_F4_T2_D_C_erin.cp,Favid,"",Digested,,,"","2012-09-04 03:45:08.706046","2012-09-04 03:45:08.706046",2,Massive
41,4,Theo,AC030_F4_T2_D_C_erin.cp,"""Isopora""","",Overtopped,,,"","2012-09-04 03:45:29.144501","2012-09-04 03:45:29.144501",3,Cuneiform
42,4,Theo,AC030_F4_T2_D_C_erin.cp,Acropora,"",Overtopping,,,"could be part of same colony","2012-09-04 03:47:54.396171","2012-09-04 03:47:54.396171",4,Branching
43,4,Theo,AC030_F4_T2_D_C_erin.cp,Favid,"",Overtopping,,,"","2012-09-04 03:49:53.650168","2012-09-04 03:49:53.650168",5,Massive
44,3396,Theo,AC030_F5_T_D_C_paulina.cp,Uncertain,"",Uncertain,,,"","2012-09-04 04:00:01.574986","2012-09-04 04:09:02.297121",1,Encrusting
45,3396,Theo,AC030_F5_T_D_C_paulina.cp,Favid,"",Digested,,,"","2012-09-04 04:05:20.937600","2012-09-04 04:05:20.937600",2,Massive
46,3396,Theo,AC030_F5_T_D_C_paulina.cp,"""Isopora""","",Overtopped,,,"","2012-09-04 04:09:56.958602","2012-09-04 04:09:56.958602",3,Cuneiform
47,3396,Theo,AC030_F5_T_D_C_paulina.cp,Favid,"",Uncertain,,,"not sure if the curve of coral fringe is due to digestion","2012-09-04 04:10:40.784343","2012-09-04 04:28:42.962786",4,Massive
48,3396,Theo,AC030_F5_T_D_C_paulina.cp,Pocilloporid,"","Other direct contact",,,"","2012-09-04 04:32:49.616767","2012-09-04 04:32:49.616767",5,Branching
49,7,Theo,AC031_F3_T1_C_erin.cp,Acropora,"",Overtopped,,,"","2012-09-04 04:36:40.479376","2012-09-04 04:36:40.479376",1,Tabular
50,7,Theo,AC031_F3_T1_C_erin.cp,"Other hard coral","",Overtopping,,,"","2012-09-04 04:40:46.990970","2012-09-04 04:40:46.990970",2,Digitate
51,7,Theo,AC031_F3_T1_C_erin.cp,"Other hard coral","",Overtopping,,,"","2012-09-04 04:42:45.228587","2012-09-04 04:42:45.228587",3,Digitate
52,7,Theo,AC031_F3_T1_C_erin.cp,"Other hard coral","",Overtopping,,,"","2012-09-04 04:43:05.977359","2012-09-04 04:43:05.977359",4,Digitate
53,1799,Theo,AC031_F4_T_B_C_1_mizue.cp,Acropora,"",Overtopped,,,"","2012-09-04 04:48:25.292602","2012-09-04 04:48:25.292602",1,Tabular
54,1799,Theo,AC031_F4_T_B_C_1_mizue.cp,Pocilloporid,"",Overtopping,,,"","2012-09-04 04:48:47.355659","2012-09-04 04:48:47.355659",2,Branching
55,1799,Theo,AC031_F4_T_B_C_1_mizue.cp,Acropora,"",Overtopping,,,"","2012-09-04 04:49:11.449409","2012-09-04 04:49:11.449409",3,Tabular
56,1799,Theo,AC031_F4_T_B_C_1_mizue.cp,Acropora,"",Overtopping,,,"","2012-09-04 04:51:32.950234","2012-09-04 04:51:32.950234",4,Branching
57,1799,Theo,AC031_F4_T_B_C_1_mizue.cp,"Other hard coral","","Other direct contact",,,"","2012-09-04 04:52:13.498175","2012-09-04 04:52:13.498175",5,Digitate
58,1799,Theo,AC031_F4_T_B_C_1_mizue.cp,Uncertain,"",Overtopping,,,"could be overtopping a favid encrusting colony. ref. AC031_F4_T2_D_C_2_mizue","2012-09-04 04:59:09.299599","2012-09-04 04:59:09.299599",6,Encrusting
59,1805,Theo,AC032_F3_T1_C_1_mizue.cp,Favid,"",Uncertain,,,"overtopping yet appears to be digested","2012-09-04 05:10:44.072411","2012-09-04 05:13:54.932121",1,Encrusting
60,1805,Theo,AC032_F3_T1_C_1_mizue.cp,Uncertain,"",Overtopping,,,"","2012-09-04 05:11:28.433774","2012-09-04 05:11:28.433774",2,Encrusting
61,1805,Theo,AC032_F3_T1_C_1_mizue.cp,Favid,"",Uncertain,,,"overtopping yet appears to be digested","2012-09-04 05:12:37.419240","2012-09-04 05:14:05.512047",3,Encrusting
62,1805,Theo,AC032_F3_T1_C_1_mizue.cp,Uncertain,"",Overtopping,,,"","2012-09-04 05:15:00.841526","2012-09-04 05:15:00.841526",4,Uncertain
63,1943,mariana,AC328_F4_T1_E_C_1_mizue.cp,Uncertain,"",Overtopping,,,"","2012-09-04 06:58:47.289197","2012-09-04 06:58:47.289197",1,Encrusting
64,1943,mariana,AC328_F4_T1_E_C_1_mizue.cp,Uncertain,"",Overtopping,,,"I couldn't figure out if it was a poritid or not","2012-09-04 07:06:35.650980","2012-09-04 07:06:35.650980",2,Encrusting
65,1943,mariana,AC328_F4_T1_E_C_1_mizue.cp,Uncertain,"","Mutual digestion",,,"It seems to be dying.","2012-09-04 07:12:30.852695","2012-09-04 07:12:30.852695",3,Massive
66,1943,mariana,AC328_F4_T1_E_C_1_mizue.cp,Poritid,"",Overtopping,,,"","2012-09-04 07:15:05.018125","2012-09-04 07:15:05.018125",4,Encrusting
67,1943,mariana,AC328_F4_T1_E_C_1_mizue.cp,Acropora,"",Overtopping,,,"","2012-09-04 07:17:15.367199","2012-09-04 07:17:15.367199",5,Digitate
68,1943,mariana,AC328_F4_T1_E_C_1_mizue.cp,Poritid,"",Digesting,,,"","2012-09-04 07:20:10.158839","2012-09-04 07:20:10.158839",6,Massive
69,1943,mariana,AC328_F4_T1_E_C_1_mizue.cp,Favid,"",Overtopping,,,"","2012-09-04 07:26:41.631810","2012-09-04 07:26:41.631810",7,Massive
70,1943,mariana,AC328_F4_T1_E_C_1_mizue.cp,Acropora,"",Overtopping,,,"","2012-09-04 07:28:21.459563","2012-09-04 07:28:21.459563",8,Digitate
71,1943,mariana,AC328_F4_T1_E_C_1_mizue.cp,Favid,"",Overtopping,,,"","2012-09-04 07:31:35.502565","2012-09-04 07:31:35.502565",9,Encrusting
72,1943,mariana,AC328_F4_T1_E_C_1_mizue.cp,Poritid,"",Overtopping,,,"Looks like touch 6, but not sure.","2012-09-04 07:33:03.500886","2012-09-04 07:33:03.500886",10,Encrusting
73,1943,mariana,AC328_F4_T1_E_C_1_mizue.cp,Acropora,"",Overtopping,,,"","2012-09-04 07:34:48.134657","2012-09-04 07:34:48.134657",11,Digitate
74,1943,mariana,AC328_F4_T1_E_C_1_mizue.cp,Acropora,"",Overtopping,,,"Might be part of the same colony.","2012-09-04 07:35:36.350456","2012-09-04 07:35:36.350456",12,Branching
75,1943,mariana,AC328_F4_T1_E_C_1_mizue.cp,Acropora,"","Other direct contact",,,"","2012-09-04 07:36:49.846526","2012-09-04 07:36:49.846526",13,Tabular
76,1943,mariana,AC328_F4_T1_E_C_1_mizue.cp,Acropora,"","Mutual digestion",,,"","2012-09-04 07:37:20.847079","2012-09-04 07:37:20.847079",14,Tabular
77,1943,mariana,AC328_F4_T1_E_C_1_mizue.cp,Acropora,"","Other direct contact",,,"","2012-09-04 07:37:38.915884","2012-09-04 07:37:38.915884",15,Tabular
78,1943,mariana,AC328_F4_T1_E_C_1_mizue.cp,Acropora,"","Mutual digestion",,,"","2012-09-04 07:38:14.537692","2012-09-04 07:38:14.537692",16,Tabular
79,1943,mariana,AC328_F4_T1_E_C_1_mizue.cp,Acropora,"","Mutual digestion",,,"","2012-09-04 07:38:35.347969","2012-09-04 07:38:35.347969",17,Tabular
80,1943,mariana,AC328_F4_T1_E_C_1_mizue.cp,Acropora,"","Mutual digestion",,,"","2012-09-04 07:39:01.003744","2012-09-04 07:39:01.003744",18,Tabular
81,1943,mariana,AC328_F4_T1_E_C_1_mizue.cp,Acropora,"","Other direct contact",,,"","2012-09-04 07:39:15.819661","2012-09-04 07:39:15.819661",19,Tabular
89,1936,mariana,AC322_F4_T1_E_C_3_mizue.cp,Acropora,"",Overtopped,,,"","2012-09-05 04:23:06.970384","2012-09-05 04:23:06.970384",1,Branching
90,1936,mariana,AC322_F4_T1_E_C_3_mizue.cp,"Other hard coral","",Overtopping,,,"","2012-09-05 04:32:16.271911","2012-09-05 04:32:16.271911",2,Encrusting
91,1936,mariana,AC322_F4_T1_E_C_3_mizue.cp,Favid,"",Overtopping,,,"","2012-09-05 04:34:36.662978","2012-09-05 04:34:36.662978",3,Encrusting
99,1947,mariana,AC157_F4_T1_D_C_2_mizue.cp,"","","",,,"No touches.","2012-09-05 05:20:28.332443","2014-04-01 00:02:55.914703",1,""
100,2150,mariana,AD591_F4_T_C_mizue.cp,"""Isopora""","",Overtopping,,,"","2012-09-05 05:28:49.028290","2014-03-15 03:18:51.496356",1,Cuneiform
101,2150,mariana,AD591_F4_T_C_mizue.cp,Acropora,"",Overtopping,,,"","2012-09-05 05:29:16.723358","2012-09-05 05:29:16.723358",2,Tabular
102,2150,mariana,AD591_F4_T_C_mizue.cp,Acropora,"",Overtopping,,,"","2012-09-05 05:29:42.192086","2012-09-05 05:29:42.192086",3,Tabular
103,2150,mariana,AD591_F4_T_C_mizue.cp,Acropora,"",Overtopping,,,"","2012-09-05 05:29:55.489487","2012-09-05 05:29:55.489487",4,Tabular
104,2150,mariana,AD591_F4_T_C_mizue.cp,Acropora,"",Overtopping,,,"","2012-09-05 05:30:23.926427","2014-03-15 03:19:35.179823",5,Tabular
108,248,mariana,AD329_F4_T1_E_C_erin.cp,"","","",,,"No touches.","2012-09-05 23:20:07.057364","2014-04-01 04:06:17.753188",1,""
109,2126,mariana,AD283_F3_T1_C_mizue.cp,"Soft coral","",Overtopping,,,"","2012-09-05 23:32:34.700459","2014-04-01 04:04:52.250583",1,Encrusting
110,2126,mariana,AD283_F3_T1_C_mizue.cp,Acropora,"",Overtopping,,,"","2012-09-05 23:38:01.996622","2012-09-05 23:38:01.996622",2,Digitate
111,2126,mariana,AD283_F3_T1_C_mizue.cp,Acropora,"",Overtopping,,,"","2012-09-05 23:39:20.959268","2012-09-05 23:39:20.959268",3,Digitate
112,2126,mariana,AD283_F3_T1_C_mizue.cp,Pocilloporid,"",Overtopping,,,"","2012-09-05 23:42:36.641458","2012-09-05 23:42:36.641458",4,Branching
113,2126,mariana,AD283_F3_T1_C_mizue.cp,Acropora,"",Overtopping,,,"","2012-09-05 23:45:42.362733","2014-03-15 02:47:31.795368",5,Corymbose
115,2126,mariana,AD283_F3_T1_C_mizue.cp,Acropora,"",Overtopping,,,"","2012-09-05 23:48:38.957768","2012-09-05 23:48:38.957768",7,Tabular
117,2126,mariana,AD283_F3_T1_C_mizue.cp,"Other hard coral","",Overtopping,,,Pavona,"2012-09-05 23:54:15.665250","2014-03-15 02:49:42.904879",9,Encrusting
136,13,Theo,AC033_F3_T1_C_erin.cp,"""Isopora""","","Other direct contact",,,"","2012-09-10 01:16:26.635130","2012-09-10 01:16:26.635130",1,Cuneiform
137,13,Theo,AC033_F3_T1_C_erin.cp,"""Isopora""","",Overtopping,,,"","2012-09-10 01:18:47.587056","2012-09-10 01:18:47.587056",2,Cuneiform
139,13,Theo,AC033_F3_T1_C_erin.cp,Uncertain,"",Overtopping,,,"","2012-09-10 01:20:52.433661","2012-09-10 01:20:52.433661",4,Encrusting
140,13,Theo,AC033_F3_T1_C_erin.cp,"""Isopora""","",Overtopping,,,"","2012-09-10 01:21:20.507974","2012-09-10 01:21:20.507974",5,Cuneiform
141,13,Theo,AC033_F3_T1_C_erin.cp,Pocilloporid,"",Overtopping,,,"","2012-09-10 01:22:24.030069","2012-09-10 01:22:24.030069",6,Tabular
142,13,Theo,AC033_F3_T1_C_erin.cp,"""Isopora""","",Overtopping,,,"","2012-09-10 01:23:51.045186","2012-09-10 01:23:51.045186",7,Cuneiform
143,13,Theo,AC033_F3_T1_C_erin.cp,"Other hard coral","",Overtopping,,,"possibly Platygyra","2012-09-10 01:26:28.016127","2012-09-10 01:26:28.016127",8,Massive
144,13,Theo,AC033_F3_T1_C_erin.cp,Favid,"",Uncertain,,,"Favid coral looks dead","2012-09-10 01:27:19.579094","2012-09-10 01:27:19.579094",9,Massive
145,13,Theo,AC033_F3_T1_C_erin.cp,Pocilloporid,"",Overtopping,,,"","2012-09-10 01:27:48.668830","2012-09-10 01:27:48.668830",10,Branching
148,13,Theo,AC033_F3_T1_C_erin.cp,Acropora,"","Other direct contact",,,"","2012-09-10 01:32:15.327155","2012-09-10 01:32:15.327155",11,Tabular
149,13,Theo,AC033_F3_T1_C_erin.cp,Acropora,"",Overtopped,,,"","2012-09-10 01:32:37.046995","2012-09-10 01:32:37.046995",12,Tabular
150,13,Theo,AC033_F3_T1_C_erin.cp,Pocilloporid,"",Overtopped,,,"","2012-09-10 01:32:53.723223","2012-09-10 01:32:53.723223",13,Branching
151,13,Theo,AC033_F3_T1_C_erin.cp,Acropora,"",Overtopped,,,"","2012-09-10 01:33:14.280330","2012-09-10 01:33:14.280330",14,Tabular
152,13,Theo,AC033_F3_T1_C_erin.cp,"Other hard coral","",Overtopping,,,"","2012-09-10 01:35:02.114639","2012-09-10 01:35:02.114639",15,Massive
153,13,Theo,AC033_F3_T1_C_erin.cp,Uncertain,"",Overtopping,,,"","2012-09-10 01:37:57.959270","2012-09-10 01:37:57.959270",16,Massive
154,13,Theo,AC033_F3_T1_C_erin.cp,Uncertain,"",Overtopping,,,"","2012-09-10 01:48:17.587624","2012-09-10 01:48:17.587624",17,Branching
155,1811,Theo,AC036_F3_T2_C_1_mizue.cp,Pocilloporid,"",Overtopping,,,"","2012-09-11 01:21:22.278959","2012-09-11 01:21:22.278959",1,Branching
156,1811,Theo,AC036_F3_T2_C_1_mizue.cp,Pocilloporid,"",Overtopped,,,"","2012-09-11 01:21:34.044242","2012-09-11 01:21:34.044242",2,Branching
157,1811,Theo,AC036_F3_T2_C_1_mizue.cp,Acropora,"",Overtopping,,,"","2012-09-11 01:22:19.061494","2012-09-11 01:22:19.061494",3,Branching
158,1811,Theo,AC036_F3_T2_C_1_mizue.cp,Acropora,"",Overtopping,,,"same colony #4,5,6","2012-09-11 01:23:25.062126","2012-09-11 01:26:06.281576",4,Tabular
159,1811,Theo,AC036_F3_T2_C_1_mizue.cp,Acropora,"",Overtopping,,,"same colony #4,5,6","2012-09-11 01:23:38.046414","2012-09-11 01:26:12.202269",5,Tabular
160,1811,Theo,AC036_F3_T2_C_1_mizue.cp,Acropora,"",Overtopping,,,"same colony #4,5,6","2012-09-11 01:23:54.858015","2012-09-11 01:26:16.937733",6,Tabular
161,1811,Theo,AC036_F3_T2_C_1_mizue.cp,Acropora,"",Overtopping,,,"","2012-09-11 01:25:12.739462","2012-09-11 01:25:12.739462",7,Digitate
162,1811,Theo,AC036_F3_T2_C_1_mizue.cp,Acropora,"",Overtopping,,,"same colony #8,10,11","2012-09-11 01:32:39.285146","2012-09-11 01:34:35.113413",8,Tabular
163,1811,Theo,AC036_F3_T2_C_1_mizue.cp,Acropora,"",Uncertain,,,"could be different colony from #8,10,11","2012-09-11 01:33:28.488250","2012-09-11 01:34:53.644393",9,Digitate
164,1811,Theo,AC036_F3_T2_C_1_mizue.cp,Acropora,"",Overtopped,,,"same colony #8,10,11","2012-09-11 01:33:42.255059","2012-09-11 01:34:29.021252",10,Tabular
165,1811,Theo,AC036_F3_T2_C_1_mizue.cp,Acropora,"",Overtopping,,,"same colony #8,10,11","2012-09-11 01:34:22.317753","2012-09-11 01:34:22.317753",11,Tabular
166,1811,Theo,AC036_F3_T2_C_1_mizue.cp,"Other hard coral","",Overtopping,,,Platygyra,"2012-09-11 01:38:44.679273","2012-09-11 01:38:44.679273",12,Massive
167,1811,Theo,AC036_F3_T2_C_1_mizue.cp,Uncertain,"",Overtopping,,,"could be soft coral","2012-09-11 01:40:21.321110","2012-09-11 01:40:21.321110",13,Uncertain
168,1815,Theo,AC041_F3_T_C_2_mizue.cp,Uncertain,"",Overtopping,,,"","2012-09-12 05:30:21.204297","2012-09-12 05:30:21.204297",1,Encrusting
169,1815,Theo,AC041_F3_T_C_2_mizue.cp,Acropora,"",Overtopped,,,"same colony #2,3","2012-09-12 05:31:05.595370","2012-09-12 05:31:48.928254",2,Tabular
170,1815,Theo,AC041_F3_T_C_2_mizue.cp,Acropora,"",Overtopped,,,"same colony #2,3","2012-09-12 05:31:17.426696","2012-09-12 05:32:05.656924",3,Tabular
171,1815,Theo,AC041_F3_T_C_2_mizue.cp,Favid,"",Overtopping,,,"area of overtopping is unclear due to shadow","2012-09-12 05:34:35.645536","2012-09-12 05:34:35.645536",4,Encrusting
172,17,Theo,AC041_F4_T_B_C_erin.cp,Uncertain,"",Overtopping,,,"could be soft coral; compare with F5","2012-09-12 05:41:51.409804","2012-09-12 05:41:51.409804",1,Massive
173,17,Theo,AC041_F4_T_B_C_erin.cp,Uncertain,"",Overtopping,,,"","2012-09-12 05:44:36.651977","2012-09-12 05:44:36.651977",2,Encrusting
174,17,Theo,AC041_F4_T_B_C_erin.cp,Acropora,"",Overtopped,,,"","2012-09-12 05:44:47.323798","2012-09-12 05:44:47.323798",3,Tabular
175,17,Theo,AC041_F4_T_B_C_erin.cp,Acropora,"","Other direct contact",,,"","2012-09-12 05:46:08.589132","2012-09-12 05:46:08.589132",4,Digitate
176,17,Theo,AC041_F4_T_B_C_erin.cp,Uncertain,"",Overtopping,,,"","2012-09-12 05:47:22.667554","2012-09-12 05:47:22.667554",5,Encrusting
177,17,Theo,AC041_F4_T_B_C_erin.cp,Uncertain,"",Digested,,,ascidian/sponge,"2012-09-12 05:47:59.199013","2012-09-12 05:47:59.199013",6,Encrusting
178,21,Theo,AC041_F5_T2_B_C_erin.cp,Uncertain,"",Overtopping,,,"unknown: soft coral; compare with F4","2012-09-12 05:51:37.387302","2012-09-12 05:55:57.092444",1,Massive
179,21,Theo,AC041_F5_T2_B_C_erin.cp,Uncertain,"",Overtopping,,,"","2012-09-12 05:52:04.028068","2012-09-12 05:52:04.028068",2,Encrusting
180,21,Theo,AC041_F5_T2_B_C_erin.cp,Uncertain,"",Overtopping,,,"","2012-09-12 05:52:28.134680","2012-09-12 05:52:28.134680",3,Encrusting
181,21,Theo,AC041_F5_T2_B_C_erin.cp,Acropora,"",Overtopped,,,"","2012-09-12 05:52:46.749309","2012-09-12 05:52:46.749309",4,Tabular
182,21,Theo,AC041_F5_T2_B_C_erin.cp,Acropora,"",Overtopping,,,"","2012-09-12 05:53:42.983342","2012-09-12 05:53:42.983342",5,Digitate
183,21,Theo,AC041_F5_T2_B_C_erin.cp,Uncertain,"","Other direct contact",,,"unknown: pocilloporid","2012-09-12 05:55:45.016702","2012-09-12 05:55:45.016702",6,Massive
184,1828,Theo,AC042_F3_T2_C_3_mizue.cp,Uncertain,"",Overtopping,,,"","2012-09-12 06:05:22.973203","2012-09-12 06:05:22.973203",1,Massive
185,1828,Theo,AC042_F3_T2_C_3_mizue.cp,Uncertain,"",Overtopping,,,"unknown: favid","2012-09-12 06:11:19.665639","2012-09-12 06:11:19.665639",2,Massive
186,1828,Theo,AC042_F3_T2_C_3_mizue.cp,Uncertain,"",Overtopping,,,"unknown: soft coral","2012-09-12 06:12:34.072988","2012-09-12 06:12:34.072988",3,Encrusting
187,1828,Theo,AC042_F3_T2_C_3_mizue.cp,Uncertain,"",Overtopping,,,"unknown: soft coral","2012-09-12 06:12:47.727881","2012-09-12 06:12:47.727881",4,Encrusting
188,1949,Theo,AC349_F4_T_C_C_1_mizue.cp,Acropora,"",Overtopped,,,"","2012-09-12 06:25:50.928545","2012-09-12 06:25:50.928545",1,Branching
189,1949,Theo,AC349_F4_T_C_C_1_mizue.cp,Uncertain,"",Overtopping,,,"","2012-09-12 06:26:18.422853","2012-09-12 06:26:33.124977",2,Massive
190,1949,Theo,AC349_F4_T_C_C_1_mizue.cp,Uncertain,"",Overtopping,,,"unknown: soft coral/sponge","2012-09-12 06:27:25.128223","2012-09-12 06:27:25.128223",3,Encrusting
191,1949,Theo,AC349_F4_T_C_C_1_mizue.cp,Favid,"",Overtopping,,,"","2012-09-12 06:28:24.939442","2012-09-12 06:28:24.939442",4,Massive
192,1949,Theo,AC349_F4_T_C_C_1_mizue.cp,Poritid,"",Overtopping,,,"same colony #5,6","2012-09-12 06:30:39.474824","2012-09-12 06:36:58.101048",5,Encrusting
193,1949,Theo,AC349_F4_T_C_C_1_mizue.cp,Poritid,"",Overtopping,,,"same colony #5,6","2012-09-12 06:36:53.914295","2012-09-12 06:36:53.914295",6,Encrusting
194,3437,Theo,AC917_F5_T1_B_C_paulina.cp,Uncertain,"",Overtopping,,,"","2012-09-12 06:42:04.214693","2012-09-12 06:42:04.214693",1,Uncertain
195,3437,Theo,AC917_F5_T1_B_C_paulina.cp,Poritid,"",Overtopping,,,"","2012-09-12 06:42:16.620392","2012-09-12 06:42:16.620392",2,Encrusting
196,3437,Theo,AC917_F5_T1_B_C_paulina.cp,Uncertain,"",Overtopping,,,"","2012-09-12 06:42:57.762704","2012-09-12 06:42:57.762704",3,Uncertain
197,3437,Theo,AC917_F5_T1_B_C_paulina.cp,Uncertain,"",Overtopping,,,"unknown: Poritid","2012-09-12 06:43:17.358413","2012-09-12 06:47:24.638209",4,Encrusting
198,3437,Theo,AC917_F5_T1_B_C_paulina.cp,Uncertain,"",Overtopping,,,"unknown: soft coral","2012-09-12 06:47:13.139044","2012-09-12 06:47:13.139044",5,Encrusting
199,3437,Theo,AC917_F5_T1_B_C_paulina.cp,Favid,"",Overtopping,,,"","2012-09-12 06:47:46.842645","2012-09-12 06:47:46.842645",6,Massive
200,3437,Theo,AC917_F5_T1_B_C_paulina.cp,Acropora,"",Overtopping,,,"","2012-09-12 06:49:23.531409","2012-09-12 06:49:23.531409",7,Branching
201,3437,Theo,AC917_F5_T1_B_C_paulina.cp,Uncertain,"",Overtopping,,,"","2012-09-12 06:49:36.998985","2012-09-12 06:49:36.998985",8,Massive
202,1833,Theo,AC043_F3_T_C_2_mizue.cp,Acropora,"",Overtopping,,,"","2012-09-12 07:02:01.975613","2012-09-12 07:02:01.975613",1,Branching
203,1833,Theo,AC043_F3_T_C_2_mizue.cp,Acropora,"",Overtopping,,,"same colony #2,3","2012-09-12 07:02:15.771068","2012-09-12 07:04:26.006936",2,Tabular
204,1833,Theo,AC043_F3_T_C_2_mizue.cp,Acropora,"",Overtopping,,,"same colony #2,3","2012-09-12 07:03:22.960268","2012-09-12 07:04:30.428394",3,Tabular
205,1833,Theo,AC043_F3_T_C_2_mizue.cp,Acropora,"",Overtopping,,,"","2012-09-12 07:03:57.616080","2012-09-12 07:03:57.616080",4,Tabular
206,1833,Theo,AC043_F3_T_C_2_mizue.cp,Acropora,"",Overtopping,,,"same colony #5,6","2012-09-12 07:05:38.415251","2012-09-12 07:05:38.415251",5,Corymbose
207,1833,Theo,AC043_F3_T_C_2_mizue.cp,Acropora,"",Overtopping,,,"same colony #5,6","2012-09-12 07:06:04.288877","2012-09-12 07:06:04.288877",6,Corymbose
208,1833,Theo,AC043_F3_T_C_2_mizue.cp,Uncertain,"",Overtopping,,,"","2012-09-12 07:06:28.945765","2012-09-12 07:06:28.945765",7,Digitate
209,1833,Theo,AC043_F3_T_C_2_mizue.cp,"""Isopora""","",Overtopping,,,"","2012-09-12 07:06:48.587073","2012-09-12 07:06:48.587073",8,Cuneiform
210,1833,Theo,AC043_F3_T_C_2_mizue.cp,Acropora,"",Overtopping,,,"","2012-09-12 07:08:13.165773","2012-09-12 07:08:13.165773",9,Branching
211,1833,Theo,AC043_F3_T_C_2_mizue.cp,Acropora,"",Overtopping,,,"","2012-09-12 07:08:31.103345","2012-09-12 07:08:31.103345",10,Tabular
212,113,Theo,AC498_F4_T2_D_C_erin.cp,Acropora,"",Overtopping,,,"","2012-09-12 07:16:18.139029","2012-09-12 07:16:18.139029",1,Branching
213,113,Theo,AC498_F4_T2_D_C_erin.cp,Acropora,"",Overtopped,,,"","2012-09-12 07:16:27.732562","2012-09-12 07:16:27.732562",2,Tabular
214,113,Theo,AC498_F4_T2_D_C_erin.cp,Uncertain,"",Overtopping,,,"","2012-09-12 07:17:02.732782","2012-09-12 07:17:02.732782",3,Uncertain
215,113,Theo,AC498_F4_T2_D_C_erin.cp,Acropora,"",Overtopping,,,"part of colony adjacent to target coral is dead","2012-09-12 07:17:19.905681","2012-09-12 07:25:14.783874",4,Corymbose
